# BD+28 4211
# Oke, 1990, AJ, 99, 1621.
# More information: http//catserver.ing.iac.es/landscape/tn065-100/workflux.php
#
  3200        9.494 1
  3201        9.498 1
  3202        9.503 1
  3203        9.501 1
  3204        9.500 1
  3205        9.494 1
  3206        9.486 1
  3207        9.475 1
  3208        9.463 1
  3209        9.449 1
  3210        9.435 1
  3211        9.423 1
  3212        9.416 1
  3213        9.411 1
  3214        9.411 1
  3215        9.411 1
  3216        9.409 1
  3217        9.406 1
  3218        9.402 1
  3219        9.397 1
  3220        9.392 1
  3221        9.388 1
  3222        9.385 1
  3223        9.383 1
  3224        9.380 1
  3225        9.378 1
  3226        9.380 1
  3227        9.385 1
  3228        9.392 1
  3229        9.397 1
  3230        9.402 1
  3231        9.406 1
  3232        9.409 1
  3233        9.413 1
  3234        9.416 1
  3235        9.418 1
  3236        9.423 1
  3237        9.425 1
  3238        9.427 1
  3239        9.430 1
  3240        9.435 1
  3241        9.437 1
  3242        9.439 1
  3243        9.439 1
  3244        9.437 1
  3245        9.437 1
  3246        9.437 1
  3247        9.435 1
  3248        9.435 1
  3249        9.435 1
  3250        9.441 1
  3251        9.447 1
  3252        9.456 1
  3253        9.465 1
  3254        9.474 1
  3255        9.479 1
  3256        9.484 1
  3257        9.487 1
  3258        9.493 1
  3259        9.496 1
  3260        9.501 1
  3261        9.505 1
  3262        9.510 1
  3263        9.515 1
  3264        9.519 1
  3265        9.522 1
  3266        9.524 1
  3267        9.524 1
  3268        9.522 1
  3269        9.520 1
  3270        9.519 1
  3271        9.515 1
  3272        9.510 1
  3273        9.505 1
  3274        9.501 1
  3275        9.498 1
  3276        9.503 1
  3277        9.507 1
  3278        9.510 1
  3279        9.513 1
  3280        9.513 1
  3281        9.512 1
  3282        9.508 1
  3283        9.505 1
  3284        9.501 1
  3285        9.500 1
  3286        9.500 1
  3287        9.503 1
  3288        9.505 1
  3289        9.508 1
  3290        9.512 1
  3291        9.515 1
  3292        9.517 1
  3293        9.517 1
  3294        9.517 1
  3295        9.515 1
  3296        9.515 1
  3297        9.513 1
  3298        9.512 1
  3299        9.510 1
  3300        9.507 1
  3301        9.503 1
  3302        9.500 1
  3303        9.496 1
  3304        9.498 1
  3305        9.498 1
  3306        9.501 1
  3307        9.503 1
  3308        9.507 1
  3309        9.510 1
  3310        9.515 1
  3311        9.519 1
  3312        9.522 1
  3313        9.524 1
  3314        9.526 1
  3315        9.527 1
  3316        9.531 1
  3317        9.531 1
  3318        9.531 1
  3319        9.536 1
  3320        9.538 1
  3321        9.538 1
  3322        9.536 1
  3323        9.536 1
  3324        9.536 1
  3325        9.538 1
  3326        9.543 1
  3327        9.545 1
  3328        9.548 1
  3329        9.550 1
  3330        9.548 1
  3331        9.546 1
  3332        9.541 1
  3333        9.538 1
  3334        9.536 1
  3335        9.536 1
  3336        9.541 1
  3337        9.548 1
  3338        9.553 1
  3339        9.560 1
  3340        9.562 1
  3341        9.564 1
  3342        9.567 1
  3343        9.569 1
  3344        9.571 1
  3345        9.576 1
  3346        9.581 1
  3347        9.588 1
  3348        9.593 1
  3349        9.595 1
  3350        9.597 1
  3351        9.595 1
  3352        9.590 1
  3353        9.585 1
  3354        9.581 1
  3355        9.576 1
  3356        9.571 1
  3357        9.567 1
  3358        9.567 1
  3359        9.564 1
  3360        9.564 1
  3361        9.562 1
  3362        9.555 1
  3363        9.550 1
  3364        9.545 1
  3365        9.541 1
  3366        9.540 1
  3367        9.538 1
  3368        9.538 1
  3369        9.538 1
  3370        9.541 1
  3371        9.545 1
  3372        9.550 1
  3373        9.552 1
  3374        9.555 1
  3375        9.557 1
  3376        9.559 1
  3377        9.557 1
  3378        9.555 1
  3379        9.557 1
  3380        9.560 1
  3381        9.564 1
  3382        9.567 1
  3383        9.569 1
  3384        9.571 1
  3385        9.572 1
  3386        9.572 1
  3387        9.571 1
  3388        9.569 1
  3389        9.564 1
  3390        9.564 1
  3391        9.564 1
  3392        9.564 1
  3393        9.564 1
  3394        9.562 1
  3395        9.560 1
  3396        9.560 1
  3397        9.560 1
  3398        9.559 1
  3399        9.557 1
  3400        9.553 1
  3401        9.550 1
  3402        9.546 1
  3403        9.546 1
  3404        9.548 1
  3405        9.546 1
  3406        9.546 1
  3407        9.546 1
  3408        9.546 1
  3409        9.552 1
  3410        9.557 1
  3411        9.564 1
  3412        9.571 1
  3413        9.578 1
  3414        9.583 1
  3415        9.586 1
  3416        9.588 1
  3417        9.588 1
  3418        9.588 1
  3419        9.586 1
  3420        9.588 1
  3421        9.590 1
  3422        9.592 1
  3423        9.593 1
  3424        9.597 1
  3425        9.600 1
  3426        9.604 1
  3427        9.607 1
  3428        9.609 1
  3429        9.611 1
  3430        9.611 1
  3431        9.611 1
  3432        9.609 1
  3433        9.604 1
  3434        9.600 1
  3435        9.599 1
  3436        9.597 1
  3437        9.597 1
  3438        9.600 1
  3439        9.602 1
  3440        9.604 1
  3441        9.607 1
  3442        9.609 1
  3443        9.612 1
  3444        9.616 1
  3445        9.619 1
  3446        9.621 1
  3447        9.621 1
  3448        9.618 1
  3449        9.614 1
  3450        9.611 1
  3451        9.611 1
  3452        9.611 1
  3453        9.614 1
  3454        9.616 1
  3455        9.619 1
  3456        9.621 1
  3457        9.623 1
  3458        9.626 1
  3459        9.630 1
  3460        9.633 1
  3461        9.635 1
  3462        9.637 1
  3463        9.638 1
  3464        9.640 1
  3465        9.640 1
  3466        9.642 1
  3467        9.640 1
  3468        9.638 1
  3469        9.635 1
  3470        9.632 1
  3471        9.628 1
  3472        9.628 1
  3473        9.630 1
  3474        9.628 1
  3475        9.628 1
  3476        9.630 1
  3477        9.630 1
  3478        9.633 1
  3479        9.635 1
  3480        9.635 1
  3481        9.633 1
  3482        9.632 1
  3483        9.630 1
  3484        9.630 1
  3485        9.630 1
  3486        9.628 1
  3487        9.628 1
  3488        9.628 1
  3489        9.630 1
  3490        9.632 1
  3491        9.633 1
  3492        9.637 1
  3493        9.642 1
  3494        9.647 1
  3495        9.651 1
  3496        9.654 1
  3497        9.658 1
  3498        9.659 1
  3499        9.661 1
  3500        9.663 1
  3501        9.663 1
  3502        9.663 1
  3503        9.665 1
  3504        9.663 1
  3505        9.661 1
  3506        9.658 1
  3507        9.656 1
